numero_questao,enunciado,alternativas,gabarito,nu_param_B,ano,enunciado_limpo,alternativas_limpo
68,"Uma proposta de dispositivo capaz de indicar a qualidade da gasolina vendida em postos e, consequentemente, evitar fraudes, poderia utilizar o conceito de refração luminosa. Nesse sentido, a gasolina não adulterada, na temperaturaambiente, apresenta razão entre os senos dos raios incidente e refratado igual a 1,4. Desse modo, fazendo incidir o feixe de luz proveniente do ar com um ângulo fixo e maior que zero, qualquer modificação no ângulo do feixe refratado indicará adulteração no combustível. Em uma fiscalização rotineira, o teste apresentou o valor de 1,9. Qual foi o comportamento do raio refratado?",A: Mudou de sentido.; B: Sofreu reflexão total.; C: Atingiu o valor do ângulo limite.; D: Direcionou-se para a superfície de separação.; E: Aproximou-se da normal à superfície de separação.,E,1.25817,2014,adulterada adulteração apresenta apresentou ar capaz combustível comportamento conceito consequentemente desse dispositivo evitar fazendo feixe fiscalização fixo fraudes gasolina igual incidente incidir indicar indicará luminosa luz maior modificação modo nesse poderia postos proposta proveniente qualidade qualquer raio raios razão refratado refração rotineira senos sentido temperaturaambiente teste utilizar valor vendida zero ângulo,A: mudou sentido; B: reflexão sofreu total; C: atingiu limite valor ângulo; D: direcionou separação superfície; E: aproximou normal separação superfície
69,"Em um laboratório de genética experimental, observou-se que determinada bactéria continha um gene que conferia resistência a pragas específicas de plantas. Em vista disso, os pesquisadores procederam de acordo com a figura. Do ponto de vista biotecnológico, como a planta representada na figura é classificada?",A: Clone.; B: Híbrida.; C: Mutante.; D: Adaptada.; E: Transgênica.,E,0.55299,2014,acordo bactéria biotecnológico classificada conferia continha determinada disso específicas experimental figura gene genética laboratório observou pesquisadores planta plantas ponto pragas procederam representada resistência vista,A: clone; B: híbrida; C: mutante; D: adaptada; E: transgênica
70,"Visando minimizar impactos ambientais, a legislação brasileira determina que resíduos químicos lançados diretamente no corpo receptor tenham pH entre 5,0 e 9,0. Um resíduo líquido aquoso gerado em um processo industrial tem concentração de íons hidroxila igual a 1,0 × 10−10 mol/L. Para atender a legislação, um químico separou as seguintes substâncias, disponibilizadas no almoxarifado da empresa: CH3COOH, Na2SO4, CH3OH,K2CO3 e NH4Cl. Para que o resíduo possa ser lançado diretamente no corpo receptor, qual substância poderia ser empregada no ajuste do pH?",A: CH3COOH; B: Na2SO4; C: CH3OH; D: K2CO3; E: NH4Cl,D,2.22099,2014,ajuste almoxarifado ambientais aquoso atender brasileira concentração corpo determina diretamente disponibilizadas empregada empresa gerado hidroxila igual impactos industrial l lançado lançados legislação líquido minimizar mol ph poderia possa processo químico químicos receptor resíduo resíduos seguintes separou substância substâncias visando íons,A: ; B: ; C: ; D: ; E: 
71,"Parte do gás carbônico da atmosfera é absorvida pela água do mar. O esquema representa reações que ocorrem naturalmente, em equilíbrio, no sistema ambiental marinho. O excesso de dióxido de carbono na atmosfera pode afetar os recifes de corais. O resultado desse processo nos corais é o(a)","A: seu branqueamento, levando à sua morte e extinção.; B: excesso de fixação de cálcio, provocando calcificação indesejável.; C: menor incorporação de carbono, afetando seu metabolismo energético.; D: estímulo da atividade enzimática, evitando a descalcificação dos esqueletos.; E: dano à estrutura dos esqueletos calcários, diminuindo o tamanho das populações.",E,1.06465,2014,absorvida afetar ambiental atmosfera carbono carbônico corais desse dióxido equilíbrio esquema excesso gás mar marinho naturalmente ocorrem parte pode processo reações recifes representa resultado sistema água,A: branqueamento extinção levando morte; B: calcificação cálcio excesso fixação indesejável provocando; C: afetando carbono energético incorporação menor metabolismo; D: atividade descalcificação enzimática esqueletos estímulo evitando; E: calcários dano diminuindo esqueletos estrutura populações tamanho
72,"O funcionamento dos geradores de usinas elétricas baseia-se no fenômeno da indução eletromagnética, descoberto por Michael Faraday no século XIX. Pode-se observar esse fenômeno ao se movimentar um ímã e uma espira em sentidos opostos com módulo da velocidade igual a v, induzindo uma corrente elétrica de intensidade i, como ilustrado na figura. A fim de se obter uma corrente com o mesmo sentido da apresentada na figura, utilizando os mesmos materiais, outra possibilidade é mover a espira para a",A: esquerda e o ímã para a direita com polaridade invertida.; B: direita e o ímã para a esquerda com polaridade invertida.; C: esquerda e o ímã para a esquerda com mesma polaridade.; D: direita e manter o ímã em repouso com polaridade invertida.; E: esquerda e manter o ímã em repouso com mesma polaridade.,A,1.38241,2014,apresentada baseia corrente descoberto eletromagnética elétrica elétricas espira faraday fenômeno figura fim funcionamento geradores i igual ilustrado induzindo indução intensidade materiais mesmos michael mover movimentar módulo observar obter opostos outra pode possibilidade sentido sentidos século usinas utilizando v velocidade xix ímã,A: direita esquerda invertida polaridade ímã; B: direita esquerda invertida polaridade ímã; C: esquerda mesma polaridade ímã; D: direita invertida manter polaridade repouso ímã; E: esquerda manter mesma polaridade repouso ímã
73,"Segundo a teoria evolutiva mais aceita hoje, as mitocôndrias, organelas celulares responsáveis pela produção de ATP em células eucariotas, assim como os cloroplastos, teriam sido originados de procariontes ancestrais que foram incorporados por células mais complexas. Uma característica da mitocôndria que sustenta essa teoria é a",A: capacidade de produzir moléculas de ATP.; B: presença de parede celular semelhante à de procariontes.; C: presença de membranas envolvendo e separando a matriz mitocondrial do citoplasma.; D: capacidade de autoduplicação dada por DNA circular próprio semelhante ao bacteriano.; E: presença de um sistema enzimático eficiente às reações químicas do metabolismo aeróbio.,D,1.53304,2014,aceita ancestrais assim atp característica celulares cloroplastos complexas células eucariotas evolutiva hoje incorporados mitocôndria mitocôndrias organelas originados procariontes produção responsáveis segundo sido sustenta teoria,A: atp capacidade moléculas produzir; B: celular parede presença procariontes semelhante; C: citoplasma envolvendo matriz membranas mitocondrial presença separando; D: autoduplicação bacteriano capacidade circular dada dna próprio semelhante; E: aeróbio eficiente enzimático metabolismo presença químicas reações sistema
74,"No heredograma, os símbolos preenchidos representam pessoas portadoras de um tipo raro de doença genética. Os homens são representados pelos quadrados e as mulheres, pelos círculos. Qual é o padrão de herança observado para essa doença?","A: Dominante autossômico, pois a doença aparece em ambos os sexos.; B: Recessivo ligado ao sexo, pois não ocorre a transmissão do pai para os filhos.; C: Recessivo ligado ao Y, pois a doença é transmitida dos pais heterozigotos para os filhos.; D: Dominante ligado ao sexo, pois todas as filhas de homens afetados também apresentam a doença.; E: Codominante autossômico, pois a doença é herdada pelos filhos de ambos os sexos, tanto do pai quanto da mãe.",D,1.48152,2014,círculos doença genética herança heredograma homens mulheres observado padrão pessoas portadoras preenchidos quadrados raro representados representam símbolos tipo,A: ambos aparece autossômico doença dominante pois sexos; B: filhos ligado ocorre pai pois recessivo sexo transmissão; C: doença filhos heterozigotos ligado pais pois recessivo transmitida y; D: afetados apresentam doença dominante filhas homens ligado pois sexo todas; E: ambos autossômico codominante doença filhos herdada mãe pai pois quanto sexos tanto
75,"Um pesquisador percebe que o rótulo de um dos vidros em que guarda um concentrado de enzimas digestivas está ilegível. Ele não sabe qual enzima o vidro contém, mas desconfia de que seja uma protease gástrica, que age no estômago digerindo proteínas. Sabendo que a digestão no estômago é ácida e no intestino é básica, ele monta cinco tubos de ensaio com alimentos diferentes, adiciona o concentrado de enzimas em soluções com pH determinado e aguarda para ver se a enzima age em algum deles. O tubo de ensaio em que a enzima deve agir para indicar que a hipótese do pesquisador está correta é aquele que contém",A: cubo de batata em solução com pH = 9.; B: pedaço de carne em solução com pH = 5.; C: clara de ovo cozida em solução com pH = 9.; D: porção de macarrão em solução com pH = 5.; E: bolinha de manteiga em solução com pH = 9.,B,0.84758,2014,adiciona age agir aguarda algum alimentos básica cinco concentrado contém correta desconfia determinado deve diferentes digerindo digestivas digestão ensaio enzima enzimas estômago guarda gástrica hipótese ilegível indicar intestino monta percebe pesquisador ph protease proteínas rótulo sabe sabendo soluções tubo tubos ver vidro vidros ácida,A: batata cubo ph solução; B: carne pedaço ph solução; C: clara cozida ovo ph solução; D: macarrão ph porção solução; E: bolinha manteiga ph solução
76,"Alguns sistemas de segurança incluem detectores de movimento. Nesses sensores, existe uma substância que se polariza na presença de radiação eletromagnética de certa região de frequência, gerando uma tensão que pode ser amplificada e empregada para efeito de controle. Quando uma pessoa se aproxima do sistema, a radiação emitida por seu corpo é detectada por esse tipo de sensor. A radiação captada por esse detector encontra-se na região de frequência",A: da luz visível.; B: do ultravioleta.; C: do infravermelho.; D: das micro-ondas.; E: das ondas longas de rádio.,C,0.312,2014,alguns amplificada aproxima captada certa controle corpo detectada detector detectores efeito eletromagnética emitida empregada encontra existe frequência gerando incluem movimento nesses pessoa pode polariza presença radiação região segurança sensor sensores sistema sistemas substância tensão tipo,A: luz visível; B: ultravioleta; C: infravermelho; D: micro ondas; E: longas ondas rádio
77,"O estudo de compostos orgânicos permite aos analistas definir propriedades físicas e químicas responsáveis pelas características de cada substância descoberta. Um laboratório investiga moléculas quirais cuja cadeia carbônica seja insaturada, heterogênea e ramificada. A fórmula que se enquadra nas características da molécula investigada é",A: CH3–(CH)2–CH(OH)–CO–NH–CH3.; B: CH3–(CH)2–CH(CH3)–CO–NH–CH3.; C: CH3–(CH)2–CH(CH3)–CO–NH2. ; D: CH3–CH2–CH(CH3)–CO–NH–CH3.; E: C6H5–CH2–CO–NH–CH3.,B,1.97033,2014,analistas cada cadeia características carbônica compostos cuja definir descoberta enquadra estudo físicas fórmula heterogênea insaturada investiga investigada laboratório molécula moléculas orgânicos permite propriedades quirais químicas ramificada responsáveis substância,A: ch co nh oh; B: ch co nh; C: ch co; D: ch co nh; E: co nh
78,"Com o objetivo de substituir as sacolas de polietileno, alguns supermercados têm utilizado um novo tipo de plástico ecológico, que apresenta em sua composição amido de milho e uma resina polimérica termoplástica, obtida a partir de uma fonte petroquímica. Nesses plásticos, a fragmentação da resina polimérica é facilitada porque os carboidratos presentes",A: dissolvem-se na água.; B: absorvem água com facilidade.; C: caramelizam por aquecimento e quebram.; D: são digeridos por organismos decompositores.; E: decompõem-se espontaneamente em contato com água e gás carbônico.,D,0.87414,2014,alguns amido apresenta carboidratos composição ecológico facilitada fonte fragmentação milho nesses novo objetivo obtida partir petroquímica plástico plásticos polietileno polimérica porque presentes resina sacolas substituir supermercados termoplástica tipo têm utilizado,A: dissolvem água; B: absorvem facilidade água; C: aquecimento caramelizam quebram; D: decompositores digeridos organismos; E: carbônico contato decompõem espontaneamente gás água
79,"Em um hospital havia cinco lotes de bolsas de sangue, rotulados com os códigos I, II, III, IV e V. Cada lote continha apenas um tipo sanguíneo não identificado. Uma funcionária do hospital resolveu fazer a identificação utilizando dois tipos de soro, anti-A e anti-B. Os resultados obtidos estão descritos no quadro. Quantos litros de sangue eram do grupo sanguíneo do tipo A?",A: 15; B: 25; C: 30; D: 33; E: 55,B,1.19448,2014,anti apenas b bolsas cada cinco continha códigos descritos dois fazer funcionária grupo havia hospital i identificado identificação ii iii iv litros lote lotes obtidos quadro quantos resolveu resultados rotulados sangue sanguíneo soro tipo tipos utilizando v,A: ; B: ; C: ; D: ; E: 
80,"O principal processo industrial utilizado na produção de fenol é a oxidação do cumeno (isopropilbenzeno). A equação mostra que esse processo envolve a formação do hidroperóxido de cumila, que em seguida é decomposto em fenol e acetona, ambos usados na indústria química como precursores de moléculas mais complexas. Após o processo de síntese, esses dois insumos devem ser separados para comercialização individual. Considerando as características físico-químicas dos dois insumos formados, o método utilizado para a separação da mistura, em escala industrial, é a",A: filtração.; B: ventilação.; C: decantação.; D: evaporação.; E: destilação fracionada.,E,0.57513,2014,acetona ambos após características comercialização complexas considerando cumeno cumila decomposto devem dois envolve equação escala fenol formados formação físico hidroperóxido individual industrial indústria insumos isopropilbenzeno mistura moléculas mostra método oxidação precursores principal processo produção química químicas seguida separados separação síntese usados utilizado,A: filtração; B: ventilação; C: decantação; D: evaporação; E: destilação fracionada
81,"Os parasitoides (misto de parasitas e predadores) são insetos diminutos que têm hábitos muito peculiares: suas larvas podem se desenvolver dentro do corpo de outros organismos, como mostra a figura. A forma adulta se alimenta de pólen e açúcares. Em geral, cada parasitoide ataca hospedeiros de determinada espécie e, por isso, esses organismos vêm sendo amplamente usados para o controle biológico de pragas agrícolas. A forma larval do parasitoide assume qual papel nessa cadeia alimentar?","A: Consumidor primário, pois ataca diretamente uma espécie herbívora.; B: Consumidor secundário, pois se alimenta diretamente dos tecidos da lagarta.; C: Organismo heterótrofo de primeira ordem, pois se alimenta de pólen na fase adulta.; D: Organismo heterótrofo de segunda ordem, pois apresenta o maior nível energético na cadeia.; E: Decompositor, pois se alimenta de tecidos do interior do corpo da lagarta e a leva à morte.",B,0.9016,2014,adulta agrícolas alimenta alimentar amplamente assume ataca açúcares biológico cada cadeia controle corpo dentro desenvolver determinada diminutos espécie figura forma geral hospedeiros hábitos insetos larval larvas misto mostra nessa organismos outros papel parasitas parasitoide parasitoides peculiares podem pragas predadores pólen sendo têm usados vêm,A: ataca consumidor diretamente espécie herbívora pois primário; B: alimenta consumidor diretamente lagarta pois secundário tecidos; C: adulta alimenta fase heterótrofo ordem organismo pois primeira pólen; D: apresenta cadeia energético heterótrofo maior nível ordem organismo pois segunda; E: alimenta corpo decompositor interior lagarta leva morte pois tecidos
82,"Um professor utiliza essa história em quadrinhos para discutir com os estudantes o movimento de satélites. Nesse sentido, pede a eles que analisem o movimento do coelhinho, considerando o módulo da velocidade constante. Desprezando a existência de forças dissipativas, o vetor aceleração tangencial do coelhinho, no terceiro quadrinho, é",A: nulo.; B: paralelo à sua velocidade linear e no mesmo sentido.; C: paralelo à sua velocidade linear e no sentido oposto.; D: perpendicular à sua velocidade linear e dirigido para o centro da Terra.; E: perpendicular à sua velocidade linear e dirigido para fora da superfície da Terra.,A,2.26688,2014,aceleração analisem coelhinho considerando constante desprezando discutir dissipativas estudantes existência forças história movimento módulo nesse pede professor quadrinho quadrinhos satélites sentido tangencial terceiro utiliza velocidade vetor,A: nulo; B: linear paralelo sentido velocidade; C: linear oposto paralelo sentido velocidade; D: centro dirigido linear perpendicular terra velocidade; E: dirigido linear perpendicular superfície terra velocidade
83,"A utilização de processos de biorremediação de resíduos gerados pela combustão incompleta de compostos orgânicos tem se tornado crescente, visando minimizar a poluição ambiental. Para a ocorrência de resíduos de naftaleno, algumas legislações limitam sua concentração em até 30 mg/kg para solo agrícola e 0,14 mg/L para água subterrânea. A quantificação desse resíduo foi realizada em diferentes ambientes, utilizando-se amostras de 500 g de solo e 100 mL de água, conforme apresentado no quadro. O ambiente que necessita de biorremediação é o(a)",A: solo I.; B: solo II.; C: água I.; D: água II.; E: água III.,B,1.07065,2014,agrícola algumas ambiental ambiente ambientes amostras apresentado biorremediação combustão compostos concentração conforme crescente desse diferentes g gerados incompleta kg l legislações limitam mg minimizar ml naftaleno necessita ocorrência orgânicos poluição processos quadro quantificação realizada resíduo resíduos solo subterrânea tornado utilizando utilização visando água,A: i solo; B: ii solo; C: i água; D: ii água; E: iii água
84,"Ao sintonizarmos uma estação de rádio ou um canal de TV em um aparelho, estamos alterando algumas características elétricas de seu circuito receptor. Das inúmeras ondas eletromagnéticas que chegam simultaneamente ao receptor, somente aquelas que oscilam com determinada frequência resultarão em máxima absorção de energia. O fenômeno descrito é a",A: difração.; B: refração.; C: polarização.; D: interferência.; E: ressonância.,E,1.85878,2014,absorção algumas alterando aparelho canal características chegam circuito descrito determinada eletromagnéticas elétricas energia estação fenômeno frequência inúmeras máxima ondas oscilam receptor resultarão rádio simultaneamente sintonizarmos somente tv,A: difração; B: refração; C: polarização; D: interferência; E: ressonância
85,"Embora sejam produzidos e utilizados em situações distintas, os imunobiológicos I e II atuam de forma semelhante nos humanos e equinos, pois",A: conferem imunidade passiva.; B: transferem células de defesa.; C: suprimem a resposta imunológica.; D: estimulam a produção de anticorpos.; E: desencadeiam a produção de antígenos.,D,-0.05127,2014,atuam distintas embora equinos forma humanos i ii imunobiológicos pois produzidos semelhante situações utilizados,A: conferem imunidade passiva; B: células defesa transferem; C: imunológica resposta suprimem; D: anticorpos estimulam produção; E: antígenos desencadeiam produção
86,"Grande quantidade dos maus odores do nosso dia a dia está relacionada a compostos alcalinos. Assim, em vários desses casos, pode-se utilizar o vinagre, que contém entre 3,5% e 5% de ácido acético, para diminuir ou eliminar o mau cheiro. Por exemplo, lavar as mãos com vinagre e depois enxaguá-las com água elimina o odor de peixe, já que a molécula de piridina (C5H5N) é uma das substâncias responsáveis pelo odor característico de peixe podre. A eficiência do uso do vinagre nesse caso se explica pela","A: sobreposição de odor, propiciada pelo cheiro característico do vinagre.; B: solubilidade da piridina, de caráter ácido, na solução ácida empregada.; C: inibição da proliferação das bactérias presentes, devido à ação do ácido acético.; D: degradação enzimática da molécula de piridina, acelerada pela presença de ácido acético.; E: reação de neutralização entre o ácido acético e a piridina, que resulta em compostos sem mau odor.",E,0.90174,2014,acético alcalinos assim característico caso casos cheiro compostos contém desses dia diminuir eficiência elimina eliminar enxaguá exemplo explica grande las lavar mau maus molécula mãos nesse odor odores peixe piridina pode podre quantidade relacionada responsáveis substâncias uso utilizar vinagre vários ácido água,A: característico cheiro odor propiciada sobreposição vinagre; B: caráter empregada piridina solubilidade solução ácida ácido; C: acético ação bactérias devido inibição presentes proliferação ácido; D: acelerada acético degradação enzimática molécula piridina presença ácido; E: acético compostos mau neutralização odor piridina reação resulta ácido
87,"Quando adolescente, as nossas tardes, após as aulas, consistiam em tomar às mãos o violão e o dicionário de acordes de Almir Chediak e desafi ar nosso amigo Hamilton a descobrir, apenas ouvindo o acorde, quais notas eram escolhidas. Sempre perdíamos a aposta, ele possui o ouvido absoluto. O ouvido absoluto é uma característica perceptual de poucos indivíduos capazes de identifi car notas isoladas sem outras referências, isto é, sem precisar relacioná-las com outras notas de uma melodia. No contexto apresentado, a propriedade física das ondas que permite essa distinção entre as notas é a",A: frequência.; B: intensidade.; C: forma da onda.; D: amplitude da onda.; E: velocidade de propagação.,A,0.80341,2014,absoluto acorde acordes adolescente almir amigo apenas aposta apresentado após ar aulas capazes car característica chediak consistiam contexto desafi descobrir dicionário distinção escolhidas física hamilton identifi indivíduos isoladas las melodia mãos notas ondas outras ouvido ouvindo perceptual perdíamos permite possui poucos precisar propriedade quais referências relacioná sempre tardes tomar violão,A: frequência; B: intensidade; C: forma onda; D: amplitude onda; E: propagação velocidade
88,"Grandes fontes de emissão do gás dióxido de enxofre são as indústrias de extração de cobre e níquel, em decorrência da oxidação dos minérios sulfurados. Para evitar a liberação desses óxidos na atmosfera e a consequente formação da chuva ácida, o gás pode ser lavado, em um processo conhecido como dessulfurização, conforme mostrado na equação (1). CaCO3 (s) + SO2 (g) → CaSO3 (s) + CO2 (g) (1) Por sua vez, o sulfito de cálcio formado pode ser oxidado, com o auxílio do ar atmosférico, para a obtenção do sulfato de cálcio, como mostrado na equação (2). Essa etapa é de grande interesse porque o produto da reação, popularmente conhecido como gesso, é utilizado para fins agrícolas. 2 CaSO3 (s) + O2 (g) → 2 CaSO4 (s) (2) As massas molares dos elementos carbono, oxigênio, enxofre e cálcio são iguais a 12 g/mol, 16 g/mol, 32 g/mol e 40 g/mol, respectivamente. Considerando um rendimento de 90% no processo, a massa de gesso obtida, em gramas, por mol de gás retido é mais próxima de",A: 64.; B: 108.; C: 122.; D: 136.; E: 245.,C,1.77915,2014,agrícolas ar atmosfera atmosférico auxílio carbono chuva cobre conforme conhecido consequente considerando cálcio decorrência desses dessulfurização dióxido elementos emissão enxofre equação etapa evitar extração fins fontes formado formação g gesso gramas grande grandes gás iguais indústrias interesse lavado liberação massa massas minérios mol molares mostrado níquel obtenção obtida oxidado oxidação oxigênio pode popularmente porque processo produto próxima reação rendimento respectivamente retido s sulfato sulfito sulfurados utilizado vez ácida óxidos,A: ; B: ; C: ; D: ; E: 
89,"Na década de 1990, células do cordão umbilical de recém-nascidos humanos começaram a ser guardadas por criopreservação, uma vez que apresentam alto potencial terapêutico em consequência de suas características peculiares. O poder terapêutico dessas células baseia-se em sua capacidade de",A: multiplicação lenta.; B: comunicação entre células.; C: adesão a diferentes tecidos.; D: diferenciação em células especializadas.; E: reconhecimento de células semelhantes.,D,1.3958,2014,alto apresentam baseia capacidade características começaram consequência cordão criopreservação células dessas década guardadas humanos nascidos peculiares poder potencial recém terapêutico umbilical vez,A: lenta multiplicação; B: comunicação células; C: adesão diferentes tecidos; D: células diferenciação especializadas; E: células reconhecimento semelhantes
90,"As lentes fotocromáticas escurecem quando expostas à luz solar por causa de reações químicas reversíveis entre uma espécie incolor e outra colorida. Diversas reações podem ser utilizadas, e a escolha do melhor reagente para esse fim se baseia em três principais aspectos: (i) o quanto escurece a lente; (ii) o tempo de escurecimento quando exposta à luz solar; e (iii) o tempo de esmaecimento em ambiente sem forte luz solar. A transmitância indica a razão entre a quantidade de luz que atravessa o meio e a quantidade de luz que incide sobre ele. Durante um teste de controle para o desenvolvimento de novas lentes fotocromáticas, foram analisadas cinco amostras, que utilizam reagentes químicos diferentes. No quadro, são apresentados os resultados. Considerando os três aspectos, qual é a melhor amostra de lente fotocromática para se utilizar em óculos?",A: 1; B: 2; C: 3; D: 4; E: 5,C,1.10564,2014,ambiente amostra amostras analisadas apresentados aspectos atravessa baseia causa cinco colorida considerando controle desenvolvimento diferentes diversas durante escolha escurece escurecem escurecimento esmaecimento espécie exposta expostas fim forte fotocromática fotocromáticas i ii iii incide incolor indica lente lentes luz meio melhor novas outra podem principais quadro quantidade quanto químicas químicos razão reagente reagentes reações resultados reversíveis sobre solar tempo teste transmitância três utilizadas utilizam utilizar óculos,A: ; B: ; C: ; D: ; E: 
46,"Músculos artificiais são dispositivos feitos com plásticos inteligentes que respondem a uma corrente elétrica com um movimento mecânico. A oxidação e redução de um polímero condutor criam cargas positivas e/ou negativas no material, que são compensadas com a inserção ou expulsão de cátions ou ânions. Por exemplo, na figura os filmes escuros são de polipirrol e o filme branco é de um eletrólito polimérico contendo um sal inorgânico. Quando o polipirrol sofre oxidação, há a inserção de ânions para compensar a carga positiva no polímero e o filme se expande. Na outra face do dispositivo o filme de polipirrol sofre redução, expulsando ânions, e o filme se contrai. Pela montagem, em sanduíche, o sistema todo se movimenta de forma harmônica, conforme mostrado na figura. A camada central de eletrólito polimérico é importante porque","A: absorve a irradiação de partículas carregadas, emitidas pelo aquecimento elétrico dos filmes de polipirrol.; B: permite a difusão dos íons promovida pela aplicação de diferença de potencial, fechando o circuito elétrico.; C: mantém um gradiente térmico no material para promover a dilatação/contração térmica de cada filme de polipirrol.; D: permite a condução de elétrons livres, promovida pela aplicação de diferença de potencial, gerando corrente elétrica.; E: promove a polarização das moléculas poliméricas, o que resulta no movimento gerado pela aplicação de diferença de potencial.",B,2.652,2013,artificiais branco camada carga cargas central compensadas compensar condutor conforme contendo contrai corrente criam cátions dispositivo dispositivos eletrólito elétrica escuros exemplo expande expulsando expulsão face feitos figura filme filmes forma harmônica importante inorgânico inserção inteligentes material mecânico montagem mostrado movimenta movimento músculos negativas outra oxidação plásticos polimérico polipirrol polímero porque positiva positivas redução respondem sal sanduíche sistema sofre todo ânions,A: absorve aquecimento carregadas elétrico emitidas filmes irradiação partículas polipirrol; B: aplicação circuito diferença difusão elétrico fechando permite potencial promovida íons; C: cada contração dilatação filme gradiente mantém material polipirrol promover térmica térmico; D: aplicação condução corrente diferença elétrica elétrons gerando livres permite potencial promovida; E: aplicação diferença gerado moléculas movimento polarização poliméricas potencial promove resulta
47,"O brasileiro consome em média 500 miligramas de cálcio por dia, quando a quantidade recomendada é o dobro. Uma alimentação balanceada é a melhor decisão para evitar problemas no futuro, como a osteoporose, uma doença que atinge os ossos. Ela se caracteriza pela diminuição substancial de massa óssea, tornando os ossos frágeis e mais suscetíveis a fraturas. Considerando-se o valor de 6 × 1023 mol–1 para a constante de Avogadro e a massa molar do cálcio igual a 40 g/mol, qual a quantidade mínima diária de átomos de cálcio a ser ingerida para que uma pessoa supra suas necessidades?","A: 7,5 × 1021; B: 1,5 × 1022; C: 7,5 × 1023; D: 1,5 × 1025; E: 4,8 × 1025",B,1.1322,2013,alimentação atinge avogadro balanceada brasileiro caracteriza considerando consome constante cálcio decisão dia diminuição diária dobro doença evitar fraturas frágeis futuro g igual ingerida massa melhor miligramas mol molar média mínima necessidades ossos osteoporose pessoa problemas quantidade recomendada substancial supra suscetíveis tornando valor átomos óssea,A: ; B: ; C: ; D: ; E: 
48,"Em um experimento foram utilizadas duas garrafas PET, uma pintada de branco e a outra de preto, acopladas cada uma a um termômetro. No ponto médio da distância entre as garrafas, foi mantida acesa, durante alguns minutos, uma lâmpada incandescente. Em seguida a lâmpada foi desligada. Durante o experimento, foram monitoradas as temperaturas das garrafas: a) enquanto a lâmpada permaneceu acesa e b) após a lâmpada ser desligada e atingirem equilíbrio térmico com o ambiente. A taxa de variação da temperatura da garrafa preta, em comparação à da branca, durante todo experimento, foi",A: igual no aquecimento e igual no resfriamento.; B: maior no aquecimento e igual no resfriamento.; C: menor no aquecimento e igual no resfriamento.; D: maior no aquecimento e menor no resfriamento.; E: maior no aquecimento e maior no resfriamento.,E,2.0771,2013,acesa acopladas alguns ambiente após atingirem b branca branco cada comparação desligada distância duas durante enquanto equilíbrio experimento garrafa garrafas incandescente lâmpada mantida minutos monitoradas médio outra permaneceu pet pintada ponto preta preto seguida taxa temperatura temperaturas termômetro todo térmico utilizadas variação,A: aquecimento igual resfriamento; B: aquecimento igual maior resfriamento; C: aquecimento igual menor resfriamento; D: aquecimento maior menor resfriamento; E: aquecimento maior resfriamento
49,"Glicose marcada com nuclídeos de carbono-11 é utilizada na medicina para se obter imagens tridimensionais do cérebro, por meio de tomografia de emissão de pósitrons. A desintegração do carbono-11 gera um pósitron, com tempo de meia-vida de 20,4 min, de acordo com a equação da reação nuclear: A partir da injeção de glicose marcada com esse nuclídeo, o tempo de aquisição de uma imagem de tomografia é de cinco meias-vidas. Considerando que o medicamento contém 1,00 g do carbono-11, a massa, em miligramas, do nuclídeo restante, após a aquisição da imagem, é mais próxima de","A: 0,200.; B: 0,969.; C: 9,80.; D: 31,3.; E: 200.",D,1.3952,2013,acordo após aquisição carbono cinco considerando contém cérebro desintegração emissão equação g gera glicose imagem imagens injeção marcada massa medicamento medicina meia meias meio miligramas min nuclear nuclídeo nuclídeos obter partir próxima pósitron pósitrons reação restante tempo tomografia tridimensionais utilizada vida vidas,A: ; B: ; C: ; D: ; E: 
50,"Milhares de pessoas estavam morrendo de varíola humana no final do século XVIII. Em 1796, o médico Edward Jenner (1749-1823) inoculou em um menino de 8 anos o pus extraído de feridas de vacas contaminadas com o vírus da varíola bovina, que causa uma doença branda em humanos. O garoto contraiu uma infecção benigna e, dez dias depois, estava recuperado. Meses depois, Jenner inoculou, no mesmo menino, o pus varioloso humano, que causava muitas mortes. O menino não adoeceu. Considerando o resultado do experimento, qual a contribuição desse médico para a saúde humana?",A: A prevenção de diversas doenças infectocontagiosas em todo o mundo.; B: A compreensão de que vírus podem se multiplicar em matéria orgânica.; C: O tratamento para muitas enfermidades que acometem milhões de pessoas.; D: O estabelecimento da ética na utilização de crianças em modelos experimentais.; E: A explicação de que alguns vírus de animais podem ser transmitidos para os humanos.,A,0.5244,2013,adoeceu anos benigna bovina branda causa causava considerando contaminadas contraiu contribuição desse dez dias doença edward experimento extraído feridas final garoto humana humano humanos infecção inoculou jenner menino meses milhares morrendo mortes muitas médico pessoas pus recuperado resultado saúde século vacas varioloso varíola vírus xviii,A: diversas doenças infectocontagiosas mundo prevenção todo; B: compreensão matéria multiplicar orgânica podem vírus; C: acometem enfermidades milhões muitas pessoas tratamento; D: crianças estabelecimento experimentais modelos utilização ética; E: alguns animais explicação humanos podem transmitidos vírus
