numero_questao,enunciado,alternativas
125,"Um dos exames clínicos mais tradicionais para medir
a capacidade reflexa dos indivíduos é o exame do reflexo
patelar. Esse exame consiste na estimulação da patela, um
pequeno osso localizado na parte anterior da articulação
do joelho, com um pequeno martelo. A resposta reflexa
ao estímulo é caracterizada pelo levantamento da perna
em que o estímulo foi aplicado.
Qual região específica do sistema nervoso coordena
essa resposta?","A: Ponte.; B: Medula.; C: Cerebelo.; D: Hipotálamo.; E: Neuro-hipófise."
126,"Na montagem de uma cozinha para um restaurante,
a escolha do material correto para as panelas é
importante, pois a panela que conduz mais calor é capaz
de cozinhar os alimentos mais rapidamente e, com
isso, há economia de gás. A taxa de condução do calor
depende da condutividade k do material, de sua área
A, da diferença de temperatura delta T maiúsculo e da
espessura d do material, sendo dada pela relação fração
de numerador delta Q maiúsculo e denominador delta t
minúsculo é igual a k vezes A vezes fração de numerador
delta T maiúsculo e denominador d. Em panelas com
dois materiais, a taxa de condução é dada por fração
de numerador delta Q maiúsculo e denominador delta t
minúsculo é igual a A vezes fração de numerador delta
T maiúsculo e denominador, abre parêntese, fração de
numerador d1 e denominador k1 somada à fração de
numerador d2 e denominador k2, fecha parêntese, em
que d1 e d2 são as espessuras dos dois materiais, e k1 e
k2 são as condutividades de cada material. Os materiais
mais comuns no mercado para panelas são o alumínio
(k = 20 watts por metro por Kelvin), o ferro (k = 8 watts
por metro por Kelvin) e o aço (k = 5 watts por metro por
Kelvin) combinado com o cobre (k = 40 watts por metro
por Kelvin).
Compara-se uma panela de ferro, uma de alumínio
e uma composta de metade da espessura em cobre e
a outra metade da espessura em aço, todas com a mesma
espessura total e com a mesma área de fundo.
A ordem crescente da mais econômica para a menos
econômica é","A: cobre-aço, alumínio e ferro.; B: alumínio, cobre-aço e ferro.; C: cobre-aço, ferro e alumínio.; D: alumínio, ferro e cobre-aço.; E: ferro, alumínio e cobre-aço."
127,"O fogão por indução consiste de um sistema
de bobinas que induz corrente elétrica nas panelas.
A corrente elétrica, ao percorrer a panela, irá transferir
calor, responsável pelo cozimento dos alimentos.
Na figura, a bobina 1, conectada à rede de tensão
alternada, representa o fogão, e a bobina 2, conectada ao
amperímetro, representa a panela. É comum encontrar
fogões por indução com potência de 6,6 quilowatis sob
tensão de 220 volts cuja eficiência de conversão de
energia elétrica em térmica é de 90 por cento.
Descrição da imagem: Ilustração de uma rede
elétrica conectada à bobina 1. À direita, e com
os eixos paralelos à bobina 1, está a bobina 2,
conectada ao amperímetro. As áreas das bobinas
1 e 2 são iguais.
Durante o funcionamento do fogão por indução, a corrente
elétrica na bobina 1 irá induzir uma corrente elétrica na
bobina 2 mais próxima de","A: três ampéres.; B: vinte e sete ampéres.; C: trinta ampéres.; D: trinta e três ampéres.; trinta e sete ampéres."
128,"As plantas vasculares são compostas por três
partes básicas: raiz, caule e folhas. A estrutura dessas
partes pode variar entre as espécies, de acordo com
adaptações específicas a diferentes modos de vida.
Avicennia schaueriana é uma espécie de angiosperma
caracterizada por apresentar pneumatóforos, caule liso e
folhas com glândulas que expelem sal.
A planta descrita está adaptada ao bioma","A: Floresta de Araucárias.; B: Floresta Amazônica.; C: Manguezal.; D: Caatinga.; E: Cerrado."
129,"Os pesticidas organoclorados foram amplamente
empregados na agricultura, contudo, em razão das suas
elevadas toxicidades e persistências no meio ambiente,
eles foram banidos. Considere a aplicação de quinhentos
gramas de um pesticida organoclorado em uma cultura
e que, em certas condições, o tempo de meia-vida do
pesticida no solo seja de 5 anos.
A massa do pesticida no decorrer de 35 anos será mais
próxima de","A: três vírgula nove gramas; B: trinta e um vírgula dois gramas; C: sessenta e dois vírgula cinco gramas; D: cento e vinte e cinco vírgula zero gramas; E: duzentos e cinquenta vírgula zero gramas"
130,"A sequência de nucleotídeos do RNA mensageiro
presentes em um gene de um fungo, constituída de sete
códons, está escrita a seguir.
Descrição da imagem: Quadro que indica a sequência
de letras que representa os 7 códons: 1-AUG, 2-UUU,
3-GUU, 4-CAA, 5-UGU, 6- AGU, 7-UAG.
Pesquisadores submeteram a sequência a mutações
independentes. Sabe-se que os códons UAG e UAA são
terminais, ou seja, indicam a interrupção da tradução.
Qual mutação produzirá a menor proteina?","A: Deleção de G no códon três.; B: Substituição de C por U no códon 4.; C: Substituição de G por C no códon 6.; D: Substituição de A por G no códon 7.; E: Deleção dos dois primeiros nucleotídeos no códon 5."
131,"A simples atitude de não jogar direto no lixo ou no
ralo da pia o óleo de cozinha usado pode contribuir para
a redução da poluição ambiental. Mas o que fazer com
o óleo vegetal que não será mais usado? Não existe um
modelo ideal de descarte, mas uma alternativa simples
tem sido reaproveitá-lo para fazer sabão. Para isso, são
necessários, além do próprio óleo, água e soda cáustica.
Com base no texto, a reação química que permite o
reaproveitamento do óleo vegetal é denominada","A: redução.; B: epoxidação.; C: substituição.; D: esterificação.; E: saponificação."
132,"Durante o desenvolvimento embrionário humano
ocorre uma comunicação entre os átrios direito e esquerdo
através do forame oval (ou forame de Botal). Essa
comunicação não causa prejuízos à circulação do bebê
em formação, exceto se ela perdurar após o nascimento.
Os prejuízos no período embrionário são evitados porque
a circulação fetal se assemelha à dos(as)","A: aves, porque a pequena circulação e a grande
circulação estão presentes.; B: répteis, porque a mistura de sangue é minimizada por
um metabolismo lento.; C: crocodilianos, porque a separação dos ventrículos
impede a mistura sanguínea.; D: peixes, porque a circulação é simples, ocorrendo
uma passagem única pelo coração.; E: O anfíbios, porque pressões diferenciais temporalmente o sangue venoso do arterial."
133,"No cultivo por hidroponia, são utilizadas soluções
nutritivas contendo macronutrientes e micronutrientes
essenciais. Além dos nutrientes, o pH é um parâmetro de
extrema importância, uma vez que ele afeta a preparação
da solução nutritiva e a absorção dos nutrientes pelas
plantas. Para o cultivo de alface, valores de pH entre 5,5 e
6,5 são ideais para o seu desenvolvimento. As correções
de pH são feitas pela adição de compostos ácidos ou
básicos, mas não devem introduzir elementos nocivos às
plantas. Na tabela, são apresentados alguns dados da
composição da solução nutritiva de referência para esse
cultivo. Também é apresentada a composição de uma
solução preparada por um produtor de cultivo hidropônico.
Descrição da imagem:
Tabela com algumas espécies químicas e suas
respectivas concentrações em milimol por litro para a
composição de referência, com pH entre 5,5 e 6,5, e,
para a solução nutritiva preparada, com pH igual a 4,8.
Macronutrientes: N, abre parêntese, NH, com carga
positiva, fecha parêntese; concentrações: 1,0 e 0,8.
P, abre parêntese, H.PO, com carga negativa, fecha
parêntese; concentrações: 1,0 e 1,0.
K com carga positiva; concentrações: 6,0 e 3,5.
Ca com carga positiva 2; concentrações: 4,0 e 3,0.
SO, com carga negativa 2; concentrações: 2,0 e 1,0.
Micronutrientes: Fe com carga positiva 2;
concentrações: 0,09 e 0,07.
C! com carga negativa; concentrações: valor
indeterminado e 0,0045.
Para correção do pH da solução nutritiva preparada, esse
produtor pode empregar uma solução de","A: ácido fosfórico; B: sulfato de cálcio; C: óxido de alumínio; D: cloreto de ferro(2); E: hidróxido de potássio"
134,"O sino dos ventos é composto por várias barras
metálicas de mesmo material e espessura, mas de
comprimentos diferentes, conforme a figura.
Descrição da imagem:
Ilustração de um sino dos ventos formado por seis
barras metálicas cilíndricas. Essas barras estão
penduradas em uma circunferência e igualmente
espaçadas. A barra mais curta corresponde ao
comprimento 1 e a barra mais longa corresponde ao
comprimento 2.
Considere f, e v,, respectivamente, como a frequência
fundamental e a velocidade de propagação do som
emitido pela barra de menor comprimento, e f, e v, são
essas mesmas grandezas para o som emitido pela barra
de maior comprimento.
As relações entre as frequências fundamentais e entre as
velocidades de propagação são, respectivamente","A: f um menor que f dois e v um menor que v dois.; B: f um menor que f dois e v um igual a v dois.; C: f um menor que f dois e v um maior que v dois.; D: f um maior que f dois e v um igual a v dois.; E: f um maior que f dois e v um maior que v dois."
135,"O polvo mimético apresenta padrões cromáticos e
comportamentos muito curiosos. Frequentemente, muda
a orientação de seus tentáculos, assemelhando-se a
alguns animais. As imagens 1, 3 e 5 apresentam polvos
mimetizando, respectivamente, um peixe-linguado (2),
um peixe-leão (4) e uma serpente-marinha (6). Descrição da imagem:
Imagem 1: O polvo está com todos os tentáculos
recolhidos para o mesmo lado, unidos junto ao corpo
e assumindo um formato ovalado, semelhante ao do
peixe-linguado, apresentado na imagem 2.
Imagem 3: Os tentáculos do polvo aparecem abertos,
semelhantes às múltiplas nadadeiras do peixe-leão,
apresentado na imagem 4.
Imagem 5: Os tentáculos do polvo estão divididos
em duas direções opostas. De cada lado, esses
tentáculos estão unidos e assumem um formato
cilíndrico, que dão a aparência de um corpo
cilíndrico longo, semelhante ao da serpente-marinha,
apresentada na imagem 6.
Do ponto de vista evolutivo, a capacidade apresentada se
estabeleceu porque os polvos","A: originaram-se do mesmo ancestral que esses
animais.; B: passaram por mutações similares a esses organismos.; C: observaram esses animais em seus nichos ecológicos.; D: O resultaram de convergência adaptativa com essas espécies.; E: sobreviveram às pressões seletivas com esses comportamentos."
