numero_questao,enunciado,alternativas,gabarito,nu_param_B
76,"Investigadores das Universidades de Oxford e da Califórnia desenvolveram uma variedade de Aedes aegypti geneticamente modificada que é candidata para uso na busca de redução na transmissão do vírus da dengue. Nessa nova variedade de mosquito, as fêmeas não conseguem voar devido à interrupção do desenvolvimento do músculo das asas. A modificação genética introduzida é um gene dominante condicional, isso é, o gene tem expressão dominante (basta apenas uma cópia do alelo) e este só atua nas fêmeas. Prevê-se, porém, que a utilização dessa variedade de Aedes aegypti demore ainda anos para ser implementada, pois há demanda de muitos estudos com relação ao impacto ambiental. A liberação de machos de Aedes aegypti dessa variedade geneticamente modificada reduziria o número de casos de dengue em uma determinada região porque",A: diminuiria o sucesso reprodutivo desses machos transgênicos.; B: restringiria a área geográfica de voo dessa espécie de mosquito.; C: dificultaria a contaminação e reprodução do vetor natural da doença.; D: tornaria o mosquito menos resistente ao agente etiológico da doença.; E: dificultaria a obtenção de alimentos pelos machos geneticamente modificados.,C,1.88168
77,"No ano de 2004, diversas mortes de animais por envenenamento no zoológico de São Paulo foram evidenciadas. Estudos técnicos apontam suspeita de intoxicação por monofluoracetato de sódio, conhecido como composto 1080 e ilegalmente comercializado como raticida. O monofluoracetato de sódio é um derivado do ácido monofluoracético e age no organismo dos mamíferos bloqueando o ciclo de Krebs, que pode levar à parada da respiração celular oxidativa e ao acúmulo de amônia na circulação. O monofluoracetato de sódio pode ser obtido pela","A: desidratação do ácido monofluoracético, com liberação de água.; B: hidrólise do ácido monofluoracético, sem formação de água.; C: perda de íons hidroxila do ácido monofluoracético, com liberação de hidróxido de sódio.; D: neutralização do ácido monofluoracético usando hidróxido de sódio, com liberação de água.; E: substituição dos íons hidrogênio por sódio na estrutura do ácido monofluoracético, sem formação de água.",D,1.42331
78,"Duas irmãs que dividem o mesmo quarto de estudos combinaram de comprar duas caixas com tampas para guardarem seus pertences dentro de suas caixas, evitando, assim, a bagunça sobre a mesa de estudos. Uma delas comprou uma metálica, e a outra, uma caixa de madeira de área e espessura lateral diferentes, para facilitar a identificação. Um dia as meninas foram estudar para a prova de Física e, ao se acomodarem na mesa de estudos, guardaram seus celulares ligados dentro de suas caixas. Ao longo desse dia, uma delas recebeu ligações telefônicas, enquanto os amigos da outra tentavam ligar e recebiam a mensagem de que o celular estava fora da área de cobertura ou desligado. Para explicar essa situação, um físico deveria afirmar que o material da caixa, cujo telefone celular não recebeu as ligações é de","A: madeira, e o telefone não funcionava porque a madeira não é um bom condutor de eletricidade.; B: metal, e o telefone não funcionava devido à blindagem eletrostática que o metal proporcionava.; C: metal, e o telefone não funcionava porque o metal refletia todo tipo de radiação que nele incidia.; D: metal, e o telefone não funcionava porque a área lateral da caixa de metal era maior.; E: madeira, e o telefone não funcionava porque a espessura desta caixa era maior que a espessura da caixa de metal.",B,0.52326
79,"As mobilizações para promover um planeta melhor para as futuras gerações são cada vez mais frequentes. A maior parte dos meios de transporte de massa é atualmente movida pela queima de um combustível fóssil. A título de exemplificação do ônus causado por essa prática, basta saber que um carro produz, em média, cerca de 200 g de dióxido de carbono por km percorrido. Um dos principais constituintes da gasolina é o octano (C8 H18). Por meio da combustão do octano é possível a liberação de energia, permitindo que o carro entre em movimento. A equação que representa a reação química desse processo demonstra que","A: no processo há liberação de oxigênio, sob a forma de O2 .; B: o coeficiente estequiométrico para a água é de 8 para 1 do octano.; C: no processo há consumo de água, para que haja liberação de energia.; D: o coeficiente estequiométrico para o oxigênio é de 12,5 para 1 do octano.; E: o coeficiente estequiométrico para o gás carbônico é de 9 para 1 do octano.",D,1.36488
80,"Os pesticidas modernos são divididos em várias classes, entre as quais se destacam os organofosforados, materiais que apresentam efeito tóxico agudo para os seres humanos. Esses pesticidas contêm um átomo central de fósforo ao qual estão ligados outros átomos ou grupo de átomos como oxigênio, enxofre, grupos metoxi ou etoxi, ou um radical orgânico de cadeia longa. Os organofosforados são divididos em três subclasses: Tipo A, na qual o enxofre não se incorpora na molécula; Tipo B, na qual o oxigênio, que faz dupla ligação com fósforo, é substituído pelo enxofre; e Tipo C, no qual dois oxigênios são substituídos por enxofre. Um exemplo de pesticida organofosforado Tipo B, que apresenta grupo etoxi em sua fórmula estrutural, está representado em:",A: ; B: ; C: ; D: ; E:,E,1.52425
81,"Durante uma obra em um clube, um grupo de trabalhadores teve de remover uma escultura de ferro maciço colocada no fundo de uma piscina vazia. Cinco trabalhadores amarraram cordas à escultura e tentaram puxá-la para cima, sem sucesso. Se a piscina for preenchida com água, ficará mais fácil para os trabalhadores removerem a escultura, pois a","A: escultura flutuará.; B: Dessa forma, os homens não precisarão fazer força para remover a escultura do fundo.; C: escultura ficará com peso menor.; D: Dessa forma, a intensidade da força necessária para elevar a escultura será menor.; E: água exercerá uma força na escultura proporcional a sua massa, e para cima. Esta força se somará à força que os trabalhadores fazem para anular a ação da força peso da escultura. água exercerá uma força na escultura para baixo, e esta passará a receber uma força ascendente do piso da piscina. Esta força ajudará a anular a ação da força peso na escultura. água exercerá uma força na escultura proporcional ao seu volume, e para cima. Esta força se somará à força que os trabalhadores fazem, podendo resultar em uma força ascendente maior que o peso da escultura.",E,1.19907
82,"As baterias de Ni-Cd muito utilizadas no nosso cotidiano não devem ser descartadas em lixos comuns uma vez que uma considerável quantidade de cádmio é volatilizada e emitida para o meio ambiente quando as baterias gastas são incineradas como componente do lixo. Com o objetivo de evitar a emissão de cádmio para a atmosfera durante a combustão é indicado que seja feita a reciclagem dos materiais dessas baterias. Uma maneira de separar o cádmio dos demais compostos presentes na bateria é realizar o processo de lixiviação ácida. Nela, tanto os metais (Cd, Ni e eventualmente Co) como os hidróxidos de íons metálicos Cd(OH)2(s), Ni(OH)2(s) , Co(OH)2(s) presentes na bateria, reagem com uma mistura ácida e são solubilizados. Em função da baixa seletividade (todos os íons metálicos são solubilizados), após a digestão ácida, é realizada uma etapa de extração dos metais com solventes orgânicos de acordo com a reação: M2+ (aq) + 2 HR(org)  MR2(org) + 2 H+ (aq) Onde : M2+ = Cd2+ , Ni2+ ou Co2+ HR = C16H34 –PO2 H : identificado no gráfico por X HR = C12H12 –PO2 H : identificado no gráfico por Y O gráfico mostra resultado da extração utilizando os solventes orgânicos X e Y em diferentes pH. A reação descrita no texto mostra o processo de extração dos metais por meio da reação com moléculas orgânicas, X e Y. Considerando-se as estruturas de X e Y e o processo de separação descrito, pode-se afirmar que",A: as moléculas X e Y atuam como extratores catiônicos uma vez que a parte polar da molécula troca o íon H+ pelo cátion do metal.; B: as moléculas X e Y atuam como extratores aniônicos uma vez que a parte polar da molécula troca o íon H+ pelo cátion do metal.; C: as moléculas X e Y atuam como extratores catiônicos uma vez que a parte apolar da molécula troca o íon pelo cátion do metal.; D: as moléculas X e Y atuam como extratores aniônicos uma vez que a parte polar da molécula troca o íon pelo cátion do metal.; E: as moléculas X e Y fazem ligações com os íons metálicos resultando em compostos com caráter apolar o que justifica a eficácia da extração.,A,1.87056
83,"Ao colocar um pouco de açúcar na água e mexer até a obtenção de uma só fase, prepara-se uma solução. O mesmo acontece ao se adicionar um pouquinho de sal à água e misturar bem. Uma substância capaz de dissolver o soluto é denominada solvente; por exemplo, a água é um solvente para o açúcar, para o sal e para várias outras substâncias. A figura a seguir ilustra essa citação. Suponha que uma pessoa, para adoçar seu cafezinho, tenha utilizado 3,42 g de sacarose (massa molar igual a 342 g/mol) para uma xícara de 50 mℓ do líquido. Qual é a concentração final, em mol/ℓ, de sacarose nesse cafezinho?","A: 0,02 0,2 2 200 2000",B,1.28868
84,"Um grupo de cientistas liderado por pesquisadores do Instituto de Tecnologia da Califórnia (Caltech), nos Estados Unidos, construiu o primeiro metamaterial que apresenta valor negativo do índice de refração relativo para a luz visível. Denomina-se metamaterial um material óptico artificial, tridimensional, formado por pequenas estruturas menores do que o comprimento de onda da luz, o que lhe dá propriedades e comportamentos que não são encontrados em materiais naturais. Esse material tem sido chamado de “canhoto”. Considerando o comportamento atípico desse metamaterial, qual é a figura que representa a refração da luz ao passar do ar para esse meio?",A: ; B: ; C: ; D: ; E:,D,1.29973
85,"Decisão de asfaltamento da rodovia MG-010, acompanhada da introdução de espécies exóticas, e a prática de incêndios criminosos, ameaçam o sofisticado ecossistema do campo rupestre da reserva da Serra do Espinhaço. As plantas nativas desta região, altamente adaptadas a uma alta concentração de alumínio, que inibe o crescimento das raízes e dificultam a absorção de nutrientes e água, estão sendo substituídas por espécies invasoras que não teriam naturalmente adaptação para este ambiente, no entanto elas estão dominando as margens da rodovia, equivocadamente chamada de “estrada ecológica”. Possivelmente a entrada de espécies de plantas exóticas neste ambiente foi provocada pelo uso, neste empreendimento, de um tipo de asfalto (cimento-solo), que possui uma mistura rica em cálcio, que causou modificações químicas aos solos adjacentes à rodovia MG-010. Essa afirmação baseia-se no uso de cimento-solo, mistura rica em cálcio que","A: inibe a toxicidade do alumínio, elevando o pH dessas áreas.; B: inibe a toxicidade do alumínio, reduzindo o pH dessas áreas.; C: aumenta a toxicidade do alumínio, elevando o pH dessas áreas.; D: aumenta a toxicidade do alumínio, reduzindo o pH dessas áreas.; E: neutraliza a toxicidade do alumínio, reduzindo o pH dessas áreas.",A,1.6399
86,"Três dos quatro tipos de testes atualmente empregados para a detecção de príons patogênicos em tecidos cerebrais de gado morto são mostrados nas figuras a seguir. Uma vez identificado um animal morto infectado, funcionários das agências de saúde pública e fazendeiros podem removê-lo do suprimento alimentar ou rastrear os alimentos infectados que o animal possa ter consumido. Analisando os testes I, II e III, para a detecção de príons patogênicos, identifique as condições em que os resultados foram positivos para a presença de príons nos três testes:","A: Animal A, lâmina B e gel A.; B: Animal A, lâmina A e gel B.; C: Animal B, lâmina A e gel B.; D: Animal B, lâmina B e gel A.; E: Animal A, lâmina B e gel B.",C,0.92652
87,"De 15% a 20% da área de um canavial precisa ser renovada anualmente. Entre o período de corte e o de plantação de novas canas, os produtores estão optando por plantar leguminosas, pois elas fixam nitrogênio no solo, um adubo natural para a cana. Essa opção de rotação é agronomicamente favorável, de forma que municípios canavieiros são hoje grandes produtores de soja, amendoim e feijão. A rotação de culturas citada no texto pode beneficiar economicamente os produtores de cana porque","A: a decomposição da cobertura morta dessas culturas resulta em economia na aquisição de adubos industrializados.; B: o plantio de cana-de-açúcar propicia um solo mais adequado para o cultivo posterior da soja, do amendoim e do feijão.; C: as leguminosas absorvem do solo elementos químicos diferentes dos absorvidos pela cana, restabelecendo o equilíbrio do solo.; D: a queima dos restos vegetais do cultivo da canade-açúcar transforma-se em cinzas, sendo reincorporadas ao solo, o que gera economia na aquisição de adubo.; E: a soja, o amendoim e o feijão, além de possibilitarem a incorporação ao solo de determinadas moléculas disponíveis na atmosfera, são grãos comercializados no mercado produtivo.",E,1.01961
88,"Diversos comportamentos e funções fisiológicas do nosso corpo são periódicos, sendo assim, são classificados como ritmo biológico. Quando o ritmo biológico responde a um período aproximado de 24 horas, ele é denominado ritmo circadiano. Esse ritmo diário é mantido pelas pistas ambientais de claro-escuro e determina comportamentos como o ciclo do sono-vigília e o da alimentação. Uma pessoa, em condições normais, acorda às 8 h e vai dormir às 21 h, mantendo seu ciclo de sono dentro do ritmo dia e noite. Imagine que essa mesma pessoa tenha sido mantida numa sala totalmente escura por mais de quinze dias. Ao sair de lá, ela dormia às 18 h e acordava às 3 h da manhã. Além disso, dormia mais vezes durante o dia, por curtos períodos de tempo, e havia perdido a noção da contagem dos dias, pois, quando saiu, achou que havia passado muito mais tempo no escuro. Em função das características observadas, conclui-se que a pessoa","A: apresentou aumento do seu período de sono contínuo e passou a dormir durante o dia, pois seu ritmo biológico foi alterado apenas no período noturno.; B: apresentou pouca alteração do seu ritmo circadiano, sendo que sua noção de tempo foi alterada somente pela sua falta de atenção à passagem do tempo.; C: estava com seu ritmo já alterado antes de entrar na sala, o que significa que apenas progrediu para um estado mais avançado de perda do ritmo biológico no escuro.; D: teve seu ritmo biológico alterado devido à ausência de luz e de contato com o mundo externo, no qual a noção de tempo de um dia é modulada pela presença ou ausência do sol.; E: deveria não ter apresentado nenhuma mudança do seu período de sono porque, na realidade, continua com o seu ritmo normal, independentemente do ambiente em que seja colocada.",D,-0.19051
89,"Deseja-se instalar uma estação de geração de energia elétrica em um município localizado no interior de um pequeno vale cercado de altas montanhas de difícil acesso. A cidade é cruzada por um rio, que é fonte de água para consumo, irrigação das lavouras de subsistência e pesca. Na região, que possui pequena extensão territorial, a incidência solar é alta o ano todo. A estação em questão irá abastecer apenas o município apresentado. Qual forma de obtenção de energia, entre as apresentadas, é a mais indicada para ser implantada nesse município de modo a causar o menor impacto ambiental?","A: Termelétrica, pois é possível utilizar a água do rio no sistema de refrigeração.; B: Eólica, pois a geografia do local é própria para a captação desse tipo de energia.; C: Nuclear, pois o modo de resfriamento de seus sistemas não afetaria a população.; D: Fotovoltaica, pois é possível aproveitar a energia solar que chega à superfície do local.; E: Hidrelétrica, pois o rio que corta o município é suficiente para abastecer a usina construída.",D,0.43465
90,"O lixão que recebia 130 toneladas de lixo e contaminava a região com o seu chorume (líquido derivado da decomposição de compostos orgânicos) foi recuperado, transformando-se em um aterro sanitário controlado, mudando a qualidade de vida e a paisagem e proporcionando condições dignas de trabalho para os que dele subsistiam. Quais procedimentos técnicos tornam o aterro sanitário mais vantajoso que o lixão, em relação às problemáticas abordadas no texto?","A: O lixo é recolhido e incinerado pela combustão a altas temperaturas.; B: O lixo hospitalar é separado para ser enterrado e sobre ele, colocada cal virgem.; C: O lixo orgânico e inorgânico é encoberto, e o chorume canalizado para ser tratado e neutralizado.; D: O lixo orgânico é completamente separado do lixo inorgânico, evitando a formação de chorume.; E: O lixo industrial é separado e acondicionado de forma adequada, formando uma bolsa de resíduos.",C,0.71518
